18:25:16.001996 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:21.003348 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:26.000673 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:31.003634 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:35.926906 ARP, Request who-has 192.168.20.135 (Broadcast) tell 192.168.20.136, length 46
18:25:35.927361 ARP, Reply 192.168.20.135 is-at 00:0c:29:6f:d4:68 (oui Unknown), length 46
18:25:36.000568 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:36.128525 IP 192.168.20.136.38878 > 192.168.20.2.domain: 32008+ PTR? 135.20.168.192.in-addr.arpa. (45)
18:25:36.142079 IP 192.168.20.2.domain > 192.168.20.136.38878: 32008 NXDomain 0/0/0 (45)
18:25:36.143989 IP 192.168.20.136.57385 > 192.168.20.135.ssh: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:48.735486 IP 192.168.20.135.5550 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:48.815960 IP 192.168.20.136.57385 > 192.168.20.135.1687: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:48.816455 IP 192.168.20.135.1687 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:48.896915 IP 192.168.20.136.57385 > 192.168.20.135.1130: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:48.897429 IP 192.168.20.135.1130 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:48.977507 IP 192.168.20.136.57385 > 192.168.20.135.5988: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:48.978091 IP 192.168.20.135.5988 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.057754 IP 192.168.20.136.57385 > 192.168.20.135.60443: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.058313 IP 192.168.20.135.60443 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.138656 IP 192.168.20.136.57386 > 192.168.20.135.5988: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:49.139171 IP 192.168.20.135.5988 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:49.219200 IP 192.168.20.136.57385 > 192.168.20.135.1233: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.219723 IP 192.168.20.135.1233 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.300517 IP 192.168.20.136.57385 > 192.168.20.135.90: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.301036 IP 192.168.20.135.90 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.380765 IP 192.168.20.136.57385 > 192.168.20.135.50003: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.381304 IP 192.168.20.135.50003 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.461933 IP 192.168.20.136.57385 > 192.168.20.135.57294: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.462458 IP 192.168.20.135.57294 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.542875 IP 192.168.20.136.57385 > 192.168.20.135.8083: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.543300 IP 192.168.20.135.8083 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.623699 IP 192.168.20.136.57385 > 192.168.20.135.1216: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.624292 IP 192.168.20.135.1216 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.705063 IP 192.168.20.136.57386 > 192.168.20.135.8083: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:49.705526 IP 192.168.20.135.8083 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:49.785838 IP 192.168.20.136.57385 > 192.168.20.135.15002: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.786289 IP 192.168.20.135.15002 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.867182 IP 192.168.20.136.57385 > 192.168.20.135.1082: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.867707 IP 192.168.20.135.1082 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:49.947880 IP 192.168.20.136.57385 > 192.168.20.135.2106: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:49.948418 IP 192.168.20.135.2106 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.028753 IP 192.168.20.136.57385 > 192.168.20.135.1036: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.029289 IP 192.168.20.135.1036 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.109768 IP 192.168.20.136.57386 > 192.168.20.135.2106: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:50.110240 IP 192.168.20.135.2106 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:50.190674 IP 192.168.20.136.57385 > 192.168.20.135.800: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.190903 IP 192.168.20.135.800 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.271585 IP 192.168.20.136.57385 > 192.168.20.135.19801: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.272073 IP 192.168.20.135.19801 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.352249 IP 192.168.20.136.57385 > 192.168.20.135.999: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.352731 IP 192.168.20.135.999 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.433007 IP 192.168.20.136.57385 > 192.168.20.135.4550: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.433483 IP 192.168.20.135.4550 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.514143 IP 192.168.20.136.57386 > 192.168.20.135.999: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:50.514655 IP 192.168.20.135.999 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:50.595011 IP 192.168.20.136.57385 > 192.168.20.135.25735: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.595517 IP 192.168.20.135.25735 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.676231 IP 192.168.20.136.57385 > 192.168.20.135.9050: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.676708 IP 192.168.20.135.9050 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.756660 IP 192.168.20.136.57385 > 192.168.20.135.tcpmux: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.757123 IP 192.168.20.135.tcpmux > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.837811 IP 192.168.20.136.57385 > 192.168.20.135.1839: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.838345 IP 192.168.20.135.1839 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:50.918263 IP 192.168.20.136.57386 > 192.168.20.135.tcpmux: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:50.918785 IP 192.168.20.135.tcpmux > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:50.999216 IP 192.168.20.136.57385 > 192.168.20.135.1039: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:50.999758 IP 192.168.20.135.1039 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.000178 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:51.079768 IP 192.168.20.136.57385 > 192.168.20.135.1174: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.080311 IP 192.168.20.135.1174 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.160343 IP 192.168.20.136.57385 > 192.168.20.135.3905: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.160874 IP 192.168.20.135.3905 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.241175 IP 192.168.20.136.57385 > 192.168.20.135.8600: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.241584 IP 192.168.20.135.8600 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.321832 IP 192.168.20.136.57386 > 192.168.20.135.3905: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:51.322375 IP 192.168.20.135.3905 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:51.402873 IP 192.168.20.136.57385 > 192.168.20.135.5811: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.403349 IP 192.168.20.135.5811 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.484115 IP 192.168.20.136.57385 > 192.168.20.135.1045: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.484641 IP 192.168.20.135.1045 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.565063 IP 192.168.20.136.57385 > 192.168.20.135.56737: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.565541 IP 192.168.20.135.56737 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.645913 IP 192.168.20.136.57385 > 192.168.20.135.49155: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.646432 IP 192.168.20.135.49155 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.726240 IP 192.168.20.136.57386 > 192.168.20.135.56737: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:51.726783 IP 192.168.20.135.56737 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:51.806906 IP 192.168.20.136.57385 > 192.168.20.135.44501: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.807426 IP 192.168.20.135.44501 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.887992 IP 192.168.20.136.57385 > 192.168.20.135.3827: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.888535 IP 192.168.20.135.3827 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:51.968277 IP 192.168.20.136.57385 > 192.168.20.135.7025: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:51.968741 IP 192.168.20.135.7025 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.048945 IP 192.168.20.136.57385 > 192.168.20.135.spamd: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.049422 IP 192.168.20.135.spamd > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.129742 IP 192.168.20.136.57386 > 192.168.20.135.7025: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:52.130269 IP 192.168.20.135.7025 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:52.210689 IP 192.168.20.136.57385 > 192.168.20.135.2022: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.211178 IP 192.168.20.135.2022 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.291418 IP 192.168.20.136.57385 > 192.168.20.135.bacula-sd: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.291934 IP 192.168.20.135.bacula-sd > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.372672 IP 192.168.20.136.57385 > 192.168.20.135.32782: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.373163 IP 192.168.20.135.32782 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.453872 IP 192.168.20.136.57385 > 192.168.20.135.5440: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.454412 IP 192.168.20.135.5440 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.534449 IP 192.168.20.136.57386 > 192.168.20.135.32782: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:52.534982 IP 192.168.20.135.32782 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:52.615449 IP 192.168.20.136.57385 > 192.168.20.135.8400: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.615978 IP 192.168.20.135.8400 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.696557 IP 192.168.20.136.57385 > 192.168.20.135.ms-sql-m: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.697080 IP 192.168.20.135.ms-sql-m > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.779505 IP 192.168.20.136.57385 > 192.168.20.135.8082: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.779985 IP 192.168.20.135.8082 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.860042 IP 192.168.20.136.57385 > 192.168.20.135.1032: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.860566 IP 192.168.20.135.1032 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:52.940291 IP 192.168.20.136.57385 > 192.168.20.135.2500: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:52.940813 IP 192.168.20.135.2500 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.021459 IP 192.168.20.136.57385 > 192.168.20.135.1010: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.021990 IP 192.168.20.135.1010 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.102222 IP 192.168.20.136.57386 > 192.168.20.135.2500: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:53.102788 IP 192.168.20.135.2500 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:53.182920 IP 192.168.20.136.57385 > 192.168.20.135.2288: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.183399 IP 192.168.20.135.2288 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.263602 IP 192.168.20.136.57385 > 192.168.20.135.8011: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.264141 IP 192.168.20.135.8011 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.344629 IP 192.168.20.136.57385 > 192.168.20.135.8099: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.345093 IP 192.168.20.135.8099 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.425181 IP 192.168.20.136.57385 > 192.168.20.135.9502: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.425708 IP 192.168.20.135.9502 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.506095 IP 192.168.20.136.57386 > 192.168.20.135.8099: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:53.506541 IP 192.168.20.135.8099 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:53.587242 IP 192.168.20.136.57385 > 192.168.20.135.6666: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.587782 IP 192.168.20.135.6666 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.667681 IP 192.168.20.136.57385 > 192.168.20.135.3527: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.668227 IP 192.168.20.135.3527 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.748210 IP 192.168.20.136.57385 > 192.168.20.135.6646: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.748699 IP 192.168.20.135.6646 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.829241 IP 192.168.20.136.57385 > 192.168.20.135.cmip-man: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.829731 IP 192.168.20.135.cmip-man > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:53.909744 IP 192.168.20.136.57386 > 192.168.20.135.6646: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:53.910275 IP 192.168.20.135.6646 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:53.990959 IP 192.168.20.136.57385 > 192.168.20.135.1164: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:53.991544 IP 192.168.20.135.1164 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.071556 IP 192.168.20.136.57385 > 192.168.20.135.15742: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.072030 IP 192.168.20.135.15742 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.152187 IP 192.168.20.136.57385 > 192.168.20.135.isakmp: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.152654 IP 192.168.20.135.isakmp > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.232664 IP 192.168.20.136.57385 > 192.168.20.135.3369: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.233213 IP 192.168.20.135.3369 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.313501 IP 192.168.20.136.57386 > 192.168.20.135.isakmp: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:54.313890 IP 192.168.20.135.isakmp > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:54.394003 IP 192.168.20.136.57385 > 192.168.20.135.10626: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.394530 IP 192.168.20.135.10626 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.475048 IP 192.168.20.136.57385 > 192.168.20.135.3826: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.475534 IP 192.168.20.135.3826 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.555865 IP 192.168.20.136.57385 > 192.168.20.135.6792: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.556361 IP 192.168.20.135.6792 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.636487 IP 192.168.20.136.57385 > 192.168.20.135.49152: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.637030 IP 192.168.20.135.49152 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.716716 IP 192.168.20.136.57386 > 192.168.20.135.6792: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:54.717247 IP 192.168.20.135.6792 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:54.797700 IP 192.168.20.136.57385 > 192.168.20.135.3325: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.798191 IP 192.168.20.135.3325 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.878448 IP 192.168.20.136.57385 > 192.168.20.135.2042: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.878980 IP 192.168.20.135.2042 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:54.959437 IP 192.168.20.136.57385 > 192.168.20.135.10004: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:54.959932 IP 192.168.20.135.10004 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:55.040140 IP 192.168.20.136.57385 > 192.168.20.135.22939: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:55.040666 IP 192.168.20.135.22939 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:55.121321 IP 192.168.20.136.57386 > 192.168.20.135.10004: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:55.121870 IP 192.168.20.135.10004 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:55.201975 IP 192.168.20.136.57385 > 192.168.20.135.10629: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:55.202498 IP 192.168.20.135.10629 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:55.282521 IP 192.168.20.136.57385 > 192.168.20.135.2020: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:55.283069 IP 192.168.20.135.2020 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:55.362990 IP 192.168.20.136.57385 > 192.168.20.135.ospfd: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
